formula,space_group,formation_energy_value,formation_energy_value_per_atom
Ba3Na,R-3m,-0.0944405217786881,-0.156523515529593
Ba3Na2,P-3m1,-0.0027803389490979,-0.0250417715420619
Ba3P,Pm-3m,-0.3659348585064576,-0.7160131493798616
Ba3Pd,R-3m,-0.2164002727609393,-0.4078555220971919
Ba3Pt,Pm-3m,-0.1827432382167839,-0.3384958361436788
Ba3Rh,Pm-3m,0.0743835984520991,0.191385565563794
Ba3Sb,P4/mmm,-0.5747788355133864,-1.1463942823189377
Ba3Sn,Immm,-0.4261642819845395,-0.8401326374506345
Ba3Sr,Immm,-0.1397325595189258,-0.2498603634249775
Ba3Sr,Pmm2,-0.1297175950585676,-0.2292217421318649
Ba3V,P4/mmm,0.3151117860225971,0.6874729872926195
Ba3W,Pmm2,0.9417876014064654,1.978912899880956
Ba3W,Pmmm,0.8138361561670915,1.7152333398930375
Ba4As,I4/m,-0.6544343419966903,-1.0993733070178575
Ba4Br,I4/mmm,-0.3568273850129235,-0.6087317432902144
Ba4Br8,Pnma,-12.8175847703808,-4.608250529546351
Ba4Ca2,Cmcm,-0.0996896062991786,-0.1964538277492375
Ba4Ca2,I4_1/amd,-0.0066217571720631,-0.0685923593568082
Ba4Cu,Im-3m,0.0522326894777317,0.0656539519930746
Ba4Cu2,Cmc2_1,-0.0903477715744336,-0.1836195276489542
Ba4Cu2,Pnnm,-0.1010904327165264,-0.19837835619128158
Ba4Cu8,Pnma,0.6400613139106349,0.2825872705246419
Ba4Fe2,C2/m,1.1381106939073782,1.50410082614454
Ba4In,Im-3m,0.017917279544717,0.0090807906660434
Ba4In2,C2/m,-0.46896882084529684,-0.703788885575485
Ba4In2,I4/mcm,-0.49917635590829945,-0.7452895737927009
Ba4In5,I4/mmm,-0.6409260492580384,-0.711581818136062
Ba4Ir12,Pnma,0.34672793632557164,-0.0028533242115338
Ba4Ir2,Fd-3m,1.4612067674645084,1.9479870745569023
Ba4Na3,P6/mmm,-0.131010076715834,-0.2416544573182962
Ba4Nb2,Cmcm,1.0831132982327956,1.4285425336228448
Ba4Ni2,Cmcm,0.0202926709585218,-0.0316159133123871
Ba4Ni6,R-3c,0.9269430081326668,0.6265205617273881
Ba4P,Im-3m,-0.5305293829863361,-0.895100787791213
Ba4P2,I4_1/amd,-1.1146669657144006,-1.5908826963335672
Ba4Pd2,Cmcm,-0.5536483971315558,-0.8201261069506297
Ba4Rh2,Cmcm,-0.1853896524432134,-0.3141930238738709
Ba4Sb2,I4/mcm,-1.1567808607344985,-1.6487409632592342
Ba4Ta2,Cmcm,1.0494677094114342,1.3823184677185023
Ba4Ta2,Pnnm,1.502791051201634,2.0051177338613213
Ba4V2,C2/m,0.7379334349186649,0.9543164222773328
Ba4W2,Pnnm,1.7944011515050171,2.405746908947639
Ba4W4,Pnma,1.7761839671739663,1.7218693794146576
Ba5Br,Cm,-0.7511923505656615,-1.0915223001046348
Ba5Ca,P4/mmm,-0.1091658822524004,-0.209472830225763
Ba5Fe,Cm,0.5155649537973933,0.6488149973811154
Ba5Ir24,I-43m,3.2357680676969074,0.7054548550648477
Ba5P,F-43m,0.3850578924734976,0.4695175852999287
Ba5P,P4/mmm,0.1794545021266484,0.1870489170888064
Ba5Pb,Cmmm,-0.3526199725827191,-0.5439427655227672
Ba5Pd,Amm2,-0.1970964567469315,-0.3302764426107941
Ba5Rh,Cmmm,-0.0116989012563434,-0.0755676048787
Ba5Sn,Cmmm,-0.3847752434316701,-0.5881193548161077
Ba5Sn3,Cmmm,-0.9943376874262442,-1.1328460536751932
Ba5V,Cm,0.5990107182719514,0.7634571436960367
Ba5V,P4/mmm,0.563486730387474,0.7146524351241182
Ba5W,Amm2,0.9803430206591728,1.2873513626555928
Ba6As2,I4/mmm,-0.7557998155300912,-0.8870592203011657
Ba6Ga2,Cmcm,-0.2773686567904674,-0.3940889487072594
Ba6Ga2,Pmmn,-0.3176070679074692,-0.4355501706500618
Ba6Ir2,Pm-3n,0.541746791745116,0.4499187162515153
Ba6Pd7,R-3m,-1.1970846640156572,-0.9236488433709285
Ba6Sn2,Cmcm,-0.3845050747774617,-0.5044811506110454
Ba7P,Fm-3m,-0.0603830351745964,-0.170509320027257
Ba7P6,R-3m,-1.083519684458454,-0.8516389221707803
Ba7Pd6,R-3m,0.2991009083136045,0.02506092247690965
Ba8Bi6,I-43d,-3.081382150594771,-1.9853280281886012
Ba8Cu4,Pa-3,-0.0023221595568959,-0.1586827005714084
Ba8Cu4,Pnma,0.0134682097172056,-0.1478358838630534
Ba8P,I4/mmm,-0.4033031810652946,-0.4939426861428934
BaAs,Fm-3m,-0.5793274924973845,-2.056856058334302
BaAs,P4/mmm,-0.868943200126712,-1.7526018173745757
BaAs8,I4/mmm,0.0741842720438188,-0.0566112305356686
BaBr,F-43m,-0.8031255218016252,-2.979252296730932
BaBr2,I4/mmm,-1.5469474183399605,-4.114864232816315
BaBr3,P4/mmm,-1.4480814933814945,-2.9460774365978537
BaCa2,P-3m1,-0.11140880857455684,-0.1704285055453088
BaCa3,I4/mmm,-0.111767662017427,-0.1922309098888535
BaCa3,R-3m,-0.1104286943037367,-0.1894715942990733
BaCa4,I4/m,-0.1132252045536889,-0.2071236761961987
BaCa5,P4/mmm,-0.1144053649301393,-0.2166711049798876
BaCu,Immm,-0.0377495911695913,-0.0396960767277349
BaCu,Pm-3m,-0.1083774510497003,-0.1158088200964021
BaCu3,I4/mmm,0.2168353471989537,0.4849470361576524
BaCu3,Pmmm,0.0741984543799671,0.1910040246801972
BaCu5,Amm2,0.0709907687999862,0.0380357794634806
BaCu5,Cmmm,0.192584531085697,0.20508763613609066
BaFe2,I4/mmm,0.3892861094474001,1.205333114291293
BaFe3,P4mm,0.636356666839882,1.3494874621100317
BaFe4,I4/m,0.5946454727961727,0.9598879406418674
BaGe,Fm-3m,-0.2225385231627418,-0.5863301370881802
BaGe2,I4/mmm,-0.3361749366205,-0.7880193802969621
BaGe8,I4/mmm,0.0070322770353929,-0.1181158408301155
BaIn,Pm-3m,-0.48934941982017466,-0.9703431974885242
BaIn2,Fm-3m,-0.0867942940114578,-0.1027950960419677
BaIn3,C2/m,-0.2745315800774583,-0.5276512579410988
BaIn3,P4/mmm,-0.4042936251422645,-0.795062062733568
BaIr,F-43m,0.353627739850001,1.788371710583215
BaIr,P4/mmm,0.057477711510575,0.5677726150925839
BaIr2,Fm-3m,1.0192532727484185,2.9362966488340416
BaIr2,Fmmm,1.6987071542998302,4.8032350559189805
BaIr5,F-43m,0.7154205809990271,0.92338708860446
BaNb3,Immm,0.7486837779758155,1.5809687336472649
BaNi3,P4mm,0.2002029187992207,0.4506712888711138
BaP,Fm-3m,-0.4289660169286563,-1.4371327305840973
BaP2,P-3m1,-0.604283110540371,-1.5247013843816526
BaP3,Pm-3m,1.377803545038766,2.8774450887874345
BaPa,Fm-3m,0.4931604110225686,2.3634635084115327
BaPb3,P4/mmm,-0.282222841280733,-0.5435012420193369
BaPb3,Pmmm,-0.3708094513211297,-0.7260586044045263
BaPd,Cmmm,-0.3529431776781178,-1.1238002978771056
BaPd3,Immm,-0.29165750043158,-0.562943982731466
BaPd3,R-3m,-0.5055544673922667,-1.0037382076456869
BaPd5,Amm2,-0.2402225364718473,-0.3895253017104093
BaPd5,P6/mmm,-0.5877744050586488,-0.8670101976957602
BaRh2,I4/mmm,-0.0503306635351863,-0.002603818832003
BaRh3,P4/mmm,0.1467478202187025,0.3405121824502942
BaRh3,Pmmm,0.1174233251489892,0.2800808997681472
BaSn5,Cmmm,-0.48482407640134073,-0.7255716631527778
BaSr7,Fm-3m,-0.1358764982653373,-0.2482969647564355
BaTa2,P4/mmm,1.626253842157086,4.604154772720147
BaTa3,P4/mmm,0.7467311189309642,1.576944736288035
BaTh,Fm-3m,0.4189675435429891,2.057673407883033
BaU,Fm-3m,0.6011261551130082,2.8084504304783557
BaV2,I4/mmm,0.4199809237022118,1.289673389895871
BaV3,P4/mmm,0.4392698068228043,0.943335140567424
BaV5,P4/mmm,0.4298540824353264,0.5310609290069752
BaW3,Imm2,1.15517809504172,2.4186633955637817
BaW3,Immm,1.1410380568183125,2.389523911832393
BaW3,Pmm2,0.8624097757628819,1.815332800419469
BaW5,Amm2,1.0479888338553962,1.380286711296299
Bi16I4,C2/m,-0.7616256895338325,-0.5100328870818627
BiBr,P-6m2,-0.2841041643209848,-0.8400764099905219
BiGe,P4/mmm,-0.024384343157919153,0.2303735257065561
BiI,P4/mmm,-0.0340892534289714,0.1903741890018257
BiP,P-6m2,-0.0454772747899229,0.1434378147237389
Ca10Ge6,I4/mcm,-2.163358780060084,-1.2960363743714427
Ca12Mo4,Pnma,2.1146015806352034,0.9079455803528412
Ca16W4,I-43m,4.632184128982519,1.7130563432807286
Ca17Nb12,I-43m,3.1928506564853825,0.6932557834637315
Ca18Mo6,Pmmn,3.444019972948821,0.9770097950463194
Ca2As2,R-3m,-0.4711366098823596,-0.9328106342450038
Ca2As6,P-1,-1.8240003976200792,-1.9877215025340336
Ca2Br2,Fd-3m,-0.7523608084207241,-1.5123513560385249
Ca2Cu2,Cmcm,-0.2770836808867908,-0.5329105718721818
Ca2Cu2,P4/nmm,-0.1347805700323795,-0.2396554110195199
Ca2Cu4,Pnnm,0.099947023501356,0.0778173934148837
Ca2Cu6,Pm-3n,0.0557448654503408,-0.0508523920346943
Ca2Fe,P-3m1,0.3238895257113834,1.0256426346517598
Ca2Fe2,R-3m,0.0435460967581286,0.12783631168408371
Ca2Ga,I4/mmm,-0.2947036492248763,-0.6740685422307158
Ca2Ga2,Cmcm,-0.5536598303634295,-1.1028726950878962
Ca2Ge2,P-3m1,-0.4587408744633782,-0.907265771856862
Ca2Ge2,R-3m,-0.41311800188064024,-0.8132471467018616
Ca2In2,P4/nmm,-0.3960710211942438,-0.7781170990646323
Ca2K6,Pm-3n,0.152144232187302,0.0484764688342174
Ca2Mo2,Imma,0.2952970653460251,0.6466392411828554
Ca2Nb,Fm-3m,0.6335223421701878,1.8764220809637224
Ca2Nb2,Cmcm,0.1858847306834448,0.4211646777099118
Ca2Nb2,P2_1/m,0.3196212288691874,0.6967659491919955
Ca2Nb6,Cmcm,0.7598431824586787,0.6746428693500565
Ca2P,I4/mmm,-0.624841069724384,-1.5811885788977595
Ca2P2,Cmcm,-0.862311482212095,-1.738935317098484
Ca2Pb2,R-3m,-0.73352158294668,-0.6609626653453888
Ca2Pb6,Cmcm,0.0513174769188139,-0.0554143251090123
Ca2Pd,I4/mmm,-0.8016465779129142,-1.1608389508678212
Ca2Rh,I4/mmm,-0.3575629024793421,-0.8467871877898279
Ca2Rh,P4/mmm,-0.3140657370282578,-0.7272698357150458
Ca2Rh4,I4/mcm,0.05221349240507,0.0122385771558905
Ca2Rh4,I4_1/amd,-0.3092865123785603,-0.4844089962974679
Ca2Sb,I4/mmm,-0.9463761897144054,-1.3596760450777632
Ca2Sb2,Pmma,-0.8564985925184375,-1.7269562402399583
Ca2Sb4,Cmcm,-0.7355853288756663,-1.07008055916798
Ca2Sn,I4/mmm,-0.4420531362752345,-1.0789413733498117
Ca2Sr,I4/mmm,-0.1324254888525309,-0.2281761300209892
Ca2Sr,P-3m1,-0.105910553369107,-0.1553209256289636
Ca2Ta2,I4_1/amd,0.6002156404253872,1.2750088196479827
Ca2V,P6/mmm,0.8067479462364484,1.0488573893924278
Ca2W2,P-3m1,0.5206775493134855,1.11109844858942
Ca2W2,P4/nmm,0.2891860699561417,0.6340458345786691
Ca3As,P4mm,-0.5123049956200112,-1.017649549635202
Ca3Fe,R-3m,0.3559944177458076,0.7717230270147735
Ca3Ga,P4/mmm,-0.1820451455636562,-0.33705722196262666
Ca3Ga8,Immm,-1.2066926522989787,-1.0524795083222254
Ca3Ir,Fm-3m,-0.1833556488613899,-0.3397578787020848
Ca3Mn,Fm-3m,0.1788683103449748,0.4067053910322438
Ca3Mo,Cmmm,0.5651237145240595,1.2026921407431062
Ca3Mo,Imm2,0.4853413021427299,1.0382782777177433
Ca3Nb,Pm-3m,0.4132658939309123,0.8897468415335945
Ca3Ni,Fm-3m,0.05821666214276135,0.1580690942693606
Ca3P2,R-3m,-1.2349993222792788,-2.0565058709145254
Ca3P5,Cmmm,-0.9181037891208804,-1.0542954725398408
Ca3Pb,Immm,-0.3824763427307476,-0.7501014808844259
Ca3Pb,Pmm2,-0.3942807834033415,-0.7744278158986959
Ca3Rh,P4/mmm,-0.3353788742011776,-0.6530440404218438
Ca3V,P4/mmm,0.4010324298748552,0.8645363844465768
Ca3W,Fm-3m,0.6370447305710497,1.3509054089064785
Ca3W,P4/mmm,0.506011739662493,1.080875466516762
Ca4Cr2,I4_1/amd,0.5972849038642384,0.7610861297915292
Ca4Ge,Im-3m,-0.272204383036913,-0.4692203473281167
Ca4In,I4/m,-0.2307661030778869,-0.4009042612952573
Ca4Mn4,P2_13,0.9796587705600642,0.9011384647715248
Ca4Mo2,Cmcm,0.4306899673732741,0.5322093113600168
Ca4Nb,Im-3m,0.6776491843894463,1.0967297378366268
Ca4P2,Pnnm,-1.3263392574221848,-1.8816891379736007
Ca4P6,Fdd2,-1.7652053684340798,-1.5926478049206978
Ca4Sb2,Imma,-0.880873324424189,-1.269684790111945
Ca4Sn2,C2/m,-0.73362868449296,-1.0673924189966848
Ca4Ta2,I4/mcm,0.5653455179733264,0.717206134520696
Ca4W2,Fd-3m,2.1908894887549724,2.950463279603312
Ca4W4,P2_13,2.877510706166396,2.856664494066047
Ca5Cu3,P4/mmm,-0.2418557553311779,-0.3574968406104677
Ca5Ga3,Cmmm,-0.3586549363009873,-0.4778454485822337
Ca5Ge,F-43m,0.2211518736828846,0.2443349423412341
Ca5Ge24,I-43m,-0.4099981138667091,-0.3308369769522696
Ca5P3,Cmmm,-1.815727552073946,-1.9791972523023484
Ca5Sb4,I4/mmm,-1.2163577248159394,-1.2386205301181632
Ca5Sn7,I4mm,-1.123191652981522,-0.9286372049986288
Ca6Cr2,I4/mmm,1.3975197448791976,1.3316978759546605
Ca6Nb2,Pm-3n,1.010714403145147,0.9331378514133152
Ca6P2,Pmmn,-1.2062514844360293,-1.3511997293463545
Ca6Ta2,I4/mmm,1.149631818498975,1.0762768479546547
Ca7As6,R-3m,-1.524417132975769,-1.1312056569940463
Ca7Ge,Fm-3m,-0.1673691471804192,-0.2807466482799297
Ca8Br16,Fd-3m,-10.138489808069483,-3.688080408885204
Ca8In4,Pnma,-1.250770317036193,-1.0162743185376697
CaAs3,Immm,-0.4508556112896482,-0.8910159927305042
CaAs3,R-3m,-0.2801760407526065,-0.5392832399355798
CaBi,P-6m2,-0.4286094730199322,-1.4356632146940211
CaBr,F-43m,-0.685666653345413,-2.495138925549062
CaBr3,Immm,-1.3394627677748334,-2.722238325434774
CaBr3,Pm-3m,-1.1308356169534124,-2.292304023190588
CaCr,Fm-3m,0.3482281294714295,1.7661169109431747
CaCr3,Cmmm,0.5061826264529633,1.0812276263038954
CaCr3,Imm2,0.7848189244739777,1.655435258905413
CaCr3,Pmm2,0.550198888772439,1.1719353839145976
CaCs,R-3m,-0.0312268892182492,0.2021715850249253
CaCu,F-43m,0.0941544826165509,0.7189380020705707
CaCu,P4/mmm,0.0515889339745578,0.5435016853401479
CaFe,Cmmm,0.1519584290355135,0.9571802372997672
CaGa4,C2/m,-0.5925481586859153,-0.9973463448108204
CaGe,R-3m,-0.2988532241088248,-0.9008654942844506
CaGe3,Fm-3m,-0.2837535143970843,-0.546655619940194
CaI3,Pm-3m,-0.8363226058147687,-1.6853780049461504
CaIr3,Pm-3m,-0.1151508325155158,-0.1992028741885239
CaK,Fm-3m,0.0774102884145075,0.6499258584204977
CaMn3,Fm-3m,0.4692538921055724,1.0051256924381708
CaMo2,P-3m1,0.3124520579462537,0.9942158543649792
CaMo3,Pmmm,0.5341827792053735,1.138929733095559
CaNa3,Imm2,-0.0848367304440801,-0.1367322308857368
CaNb3,Fm-3m,0.4305855043498998,0.9254387186038152
CaNb3,Pm-3m,0.519550507671337,1.1087758656460711
CaNb4,Im-3m,2.141881833243484,3.5106968163481738
CaNi5,P6/mmm,-0.3019270724329907,-0.4742982136070762
CaNp,Fm-3m,0.5258270070004525,2.4981007317369466
CaP,Fm-3m,-0.4703119480349443,-1.6075423246453606
CaP,Immm,-0.8604246209188784,-1.735046914317079
CaPb3,R-3m,-0.310350024472975,-0.6014651303830432
CaPb5,Amm2,-0.2869841870170799,-0.4537688977453916
CaRh2,I4/mmm,-0.1894580938499796,-0.3848848686372462
CaRh4,I4/m,-0.1556919882355546,-0.2771353767401837
CaSb,P-6m2,-0.5518513102759757,-1.9436114189363631
CaSb,P4/mmm,-0.6783270860842611,-1.7284677450238397
CaSb3,Cmmm,-0.3820392627046641,-0.7492007558575096
CaSn,Pm-3m,-0.675281976057815,-1.3535089720090854
CaTa,Fm-3m,0.7770507515403835,3.533533606994877
CaTa,Pm-3m,0.4335873675090693,2.1179298394264983
CaU,Pm-3m,0.3070751610176771,1.596502623370549
CaV,P-6m2,0.3310093979168844,1.6951489347494146
CaW,Pm-3m,0.6136897183331872,2.860231867031567
CaW2,I4/mmm,0.49581927887872324,0.9126762813585125
CaW3,Fm-3m,0.6319329462299196,1.3403711547345096
CaW3,P4/mmm,0.6022302033616308,1.2791603872024009
CaW3,Pm-3m,0.9136437384290772,1.9209146381782087
CaW3,R-3m,0.537200698338509,1.1451489953134697
CaW4,Im-3m,2.9779784702245284,4.8891046518148
Ce12Ga8,P4_2/mnm,-2.1136791807155006,-1.0672893822593077
Ce2Br6,P6_3/m,-3.87227581155608,-4.098242250737811
Ce4Cu4,Pnma,-0.4061482510478776,-0.5267820444581126
Ce4Fe34,P6_3/mmc,0.0093487700932858,-0.2218333947724473
Ce4Ge4,Pnma,-1.8880347372258364,-2.0537017908370503
Ce4Sb8,Cmce,-2.811800026582045,-2.0885863615189417
CeAs,Fm-3m,-0.90799682408399,-3.4114853018281583
CeBi,P-6m2,-0.3869712538628447,-1.2640489388961769
CeCu5,P6/mmm,-0.3408306268181054,-0.5277459470189816
CeGa2,P6/mmm,-0.6182919775843645,-1.5631936097324897
CeGa3,Fm-3m,-0.4050824652388652,-0.796687687275623
CeIn,P-6m2,-0.2611925705157335,-0.7456449799759819
CeNi3,Pm-3m,-0.1497320300966616,-0.2704670552612188
CePt,P-6m2,-0.4315027103733477,-1.447587856121275
CeSb,P-6m2,-0.5975558855911506,-2.1319854116801595
CeSm,Fm-3m,-0.0224168847514632,0.2384825168310925
CeU,Fm-3m,0.3652292727107304,1.8361880845863296
CeU3,I4/mmm,0.2488193603873583,0.5508589960295295
CeV,Pm-3m,0.131729283920507,0.8738046713125648
Cr10Nb6,I4/mcm,1.2551753533750707,0.465173853503495
Cr12P17,I-43m,-0.6729234060541401,-0.4055722504600433
Cr12Ta12,Pbcm,1.0836031046313868,0.1662938237630778
Cr12Ta4,Pnma,0.8218238643460565,0.2419135188243732
Cr12W18,P4_2/mnm,2.1948112617932956,0.38742620050611676
Cr14Ta2,R-3m,0.0775003971679188,-0.1415578908713926
Cr16Nb4,I23,2.2895111210996477,0.7475104101988539
Cr18Ta6,Pmmn,1.4333993734687571,0.2864359163095904
Cr24P5,I-43m,0.7941853341629908,0.0114464853700964
Cr26Nb2,Fm-3c,2.1790438853616414,0.4286490662164692
Cr2As,Fmmm,0.6538790566714348,1.932356314583323
Cr2As,P-3m1,0.0177564034908965,0.184479313530885
Cr2As2,P4/nmm,-0.09939383328203663,-0.16673119231857014
Cr2As2,R-3m,0.21025427371457955,0.0794290216590052
Cr2As4,C2/m,-0.7531760679127085,-1.0942476345272938
Cr2As4,I4_1/amd,-0.01628030281657415,-0.08186177344798104
Cr2Bi2,P6_3mc,0.5501511418679776,1.1718369881306685
Cr2K3,R-3m,1.0660392511948955,1.7370383907156792
Cr2Na,Immm,0.5234276859252823,1.5739145116654
Cr2Na6,Cmcm,0.9186942504049752,0.8383212851011631
Cr2Nb2,Fd-3m,-0.023551642107627,-0.0104372515977349
Cr2Nb4,Fd-3m,0.8403694775482176,1.0950484038345178
Cr2Nb4,Pnnm,0.7718427790421954,1.0009028489813276
Cr2Rh,P-3m1,-0.0820444237556822,-0.0897438567305814
Cr2Rh2,I4_1/amd,-0.1226511369608594,-0.2146593387264878
Cr2Rh2,P-3m1,-0.0977596160676542,-0.1633634329688663
Cr2Rh2,P4/nmm,-0.1249167398113224,-0.2193282438850022
Cr2Rh2,R-3m,1.404349128828346,1.0175791684481224
Cr2Rh3,P-3m1,0.1332507902476205,0.1992222262527059
Cr2Sb2,P6_3/mmc,-0.191716136020776,-0.3569869890989807
Cr2Sn2,P4/nmm,0.2539320034791574,0.5613950198962299
Cr2Sr2,P-3m1,0.7880770197284042,1.6621494708588511
Cr2Sr2,P4/nmm,0.51444220388799,1.098248784132004
Cr2Ta2,Imma,-0.1303321041775296,-0.2304881091806568
Cr2Ta2,P4/nmm,-0.0885190503648732,-0.1443206758199305
Cr2Ta4,Pnnm,0.7064743097927197,0.9110962343104811
Cr2Ta6,Cmcm,-0.0341717981962867,-0.1435015460226342
Cr2W2,P-3m1,0.292241684477912,0.6403427786349539
Cr2W2,P4/nmm,-0.0658884085505482,-0.097683940574918
Cr3Br2,R-3m,1.3584030278215815,0.9821779376362382
Cr3Cu2,R-3m,0.5467814373151074,0.8809782086491901
Cr3K,R-3m,1.5439387938590792,3.219813002064768
Cr3Nb,Fm-3m,-0.0731796568966331,-0.1127095868430123
Cr3Nb,Immm,-0.0566200667181745,-0.0785839429812535
Cr3Nb,Pm-3m,2.363604019531266,4.908961300767468
Cr3P,Fm-3m,-0.269622382825485,-0.5175344908434508
Cr3Rh,P4/mmm,-0.0572573923372081,-0.0798973297779513
Cr3Rh,Pm-3m,-0.0124628473191726,0.0124142959181678
Cr3Sn,I4/mmm,0.068349408987107,0.1789504389418462
Cr3Sn,P4/mmm,0.2446922548294167,0.542353946512458
Cr3Sr,P4/mmm,0.8490802407467513,1.7878635840982198
Cr3W,P4/mmm,-0.08301222381747314,-0.13297232724730002
Cr4As,I4/m,-0.1261944979817541,-0.2285051468193321
Cr4Nb16,I-43m,3.076446447735959,1.071850256893386
Cr4Nb2,Fd-3m,-0.2045473654865362,-0.3405128899042373
Cr4Nb2,I4_1/amd,1.132586984781089,0.620916006436702
Cr4Nb2,Pnnm,0.2238613942353278,0.24805742308753
Cr4Nb4,P2_13,0.5572250052436302,0.4658672993919868
Cr4P,Im-3m,0.6545935282255184,1.0587196613663596
Cr4P8,Pa-3,0.3135836337919235,0.0583212325273692
Cr4Rh,I4/mmm,0.5646066356738121,0.9103652340235576
Cr4Rh8,I4_1/amd,-0.36929999248518974,-0.41076935039607004
Cr4Sn8,Fddd,-0.21144507714944574,-0.3023346897850604
Cr4Sr5,I4/mmm,1.5276812892040024,1.274648810113324
Cr4Ta6,Fddd,0.3515918383832803,0.1522520827923242
Cr5Na,Amm2,0.7763012964128739,1.007028192837609
Cr5Nb,Cmmm,-0.034002505100102054,-0.10620945987645505
Cr5Nb,F-43m,0.0522135431035029,0.0122386468080436
Cr5Nb24,I-43m,2.59520931246685,0.5233790518142774
Cr5P24,I-43m,2.7718745761092825,0.5735953192862863
Cr5Rh,P4/mmm,-0.057737341196586,-0.1388176164397927
Cr5Rh4,I4/mmm,-0.056020248021850405,-0.1758657406095637
Cr5Sr4,I4/mmm,1.5683170151397354,1.3118671308407364
Cr6Ge2,Pm-3n,-0.5343100775476552,-0.6588385990186629
Cr6Pb18,Pmmn,4.405993025532022,1.3074119914300537
Cr6Pt2,Pm-3n,-0.1879180098528196,-0.3019199732766658
Cr6Sr2,I4/mmm,2.4087152247706336,2.3736227197918147
Cr6Ta18,Pmmn,1.3047346497417367,0.2422443381750906
Cr6Ta2,Cmcm,-0.0493208807605782,-0.1591109962218877
Cr6Ta2,Pmmn,0.4351669411786067,0.340099995375093
Cr7Nb,Fm-3m,0.7194291155918865,0.6330006536297808
Cr8Nb,I4/mmm,0.4048171319789061,0.2462158887225809
Cr8P4,Pa-3,0.1096463218705659,-0.0817686288309527
Cr8Pb4,Pnma,1.6922359178729487,1.005353462768403
Cr8Rh,I4/mmm,0.4703372942526087,0.3062259010322278
Cr8Rh4,I4_1/amd,0.0964471981083918,-0.0908354513779095
Cr8Sn,I4/mmm,0.5878319756425165,0.413839451302026
Cr8Ta4,Pnma,0.2686044274390283,0.0274238419389599
Cr9Ga12,C2/m,-0.379480715479097,-0.3478701684173495
CrAs2,P-3m1,0.15534555731795918,0.5625336342914687
CrAs3,I4/mmm,0.3891096987317832,0.8399662789993263
CrAs3,R-3m,0.14924938130108226,0.34566734520950176
CrCu,Fm-3m,0.2984581833112305,1.560987262276959
CrEu,Fm-3m,0.2768930043789296,1.4721051573301676
CrGa,Fm-3m,0.103325103215277,0.7567352336651719
CrI2,C2/m,-0.4126718082597784,-0.9982101696396074
CrIr,Fm-3m,0.1731890005004593,1.0446832386405644
CrMo,Fm-3m,0.3128070395716802,1.620126885092583
CrNa,Cmmm,0.2936384164455555,1.541122320478014
CrNa3,Cmmm,0.6086643924581345,1.292419824379302
CrNa3,Immm,0.3360598966671032,0.7306423988376628
CrNb,Fm-3m,0.2783040829015652,1.4779209972882217
CrNb,Pm-3m,-0.09960540170918325,-0.16716718793919783
CrNb2,Fm-3m,1.446334737520204,0.8364375251260179
CrNb2,Fmmm,-0.0744477504023386,-0.0688704440759174
CrNb3,Cmmm,-0.0782388625520076,-0.1231354880010794
CrNb3,I4/mmm,0.0859822100910408,0.2152877325749235
CrNb3,Immm,-0.0783214767541381,-0.1233057375549299
CrNb3,Pm-3m,1.401069049740537,2.9253901356853653
CrNb4,I4/m,-0.0703571780265117,-0.1364504776178483
CrNb5,F-43m,0.4592917452292949,0.5715039265209403
CrNi,R-3m,-0.0830863250910651,-0.011570013697679
CrP,Fm-3m,-0.2370485385324679,-0.6461339862897203
CrP3,Pm-3m,0.2715364926298199,0.5976739688707767
CrP7,Fm-3m,1.0058692931236937,0.928145502651018
CrPd,Fm-3m,0.201161185350933,1.1599721809338708
CrPt3,P4/mmm,-0.1819053319542703,-0.3367690971123427
CrRh2,I4/mmm,-0.1727896761741665,-0.3390849843636372
CrRh2,P4/mmm,0.1688308263542376,0.5995871671025789
CrRh3,I4/mmm,-0.2037787110820801,-0.381845281856327
CrRh4,I4/mmm,0.3502558574687012,0.5569816906054867
CrRh8,I4/mmm,0.7429525733803573,0.5559146333023588
CrSb,F-43m,0.0566088108699781,0.564191391947239
CrSb3,Pm-3m,0.0392759086438762,0.1190364007418881
CrSm,Fm-3m,0.1015636584617093,0.7494753394655423
CrSn,Pm-3m,-0.0152658513773762,0.2679559054280028
CrSn2,I4/mmm,0.0310218815853544,0.220928925808232
CrSn4,I4/m,0.3325889363179471,0.5278556046177464
CrSr2,I4/mmm,0.2083990030571259,0.708308819580704
CrSr2,P-3m1,0.3110971169190892,0.9904928769685254
CrSr3,P4/mmm,0.21106395527656255,0.47305347700506206
CrTa,Cmmm,-0.0216498159589368,-0.006518009567119299
CrTa,F-43m,0.9817568398363431,4.377241330463662
CrTa,P-6m2,0.0916373405824977,0.7085634587783939
CrTa2,I4/mmm,-0.1591737826198626,-0.2781762936900654
CrTa3,Immm,-0.11666910075562215,-0.20233168840977725
CrTh,F-43m,0.6076576030954746,2.8353701628327457
CrTh,Fm-3m,0.2208885283767565,1.241279541222743
CrTh,P-6m2,0.1742037407003104,1.0488655477797575
CrU,Fm-3m,0.125117377521543,0.8465533250429157
CrU,R-3m,0.0592623454711889,0.5751280849209056
CrW3,P4/mmm,-0.09850983975405032,-0.16490947765129516
CrYb,F-43m,0.5471802510440928,2.586109335050621
Cs16Bi16,P2_1/c,-35.0877321944048,-9.256587439672057
